Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Performance_Score,Remote_Work,Phone_formatted,Salary_Formatted,Age_Formatted,Role,Department
EMP1320,Frank,Garcia,35,Finance-Florida,Pending,'2023-08-21',75148.17,frank.garcia@gmail.com,Average,F,+5950342810,"USD 75,148.17",35,Finance,Florida
EMP1321,Heidi,Jones,40,Cloud Tech-Nevada,Inactive,'2024-04-08',108781.18,heidi.jones@gmail.com,Poor,F,+3904383033,"USD 108,781.18",40,Cloud Tech,Nevada
EMP1322,Frank,Brown,35,Finance-Texas,Pending,'2024-11-04',65489.19,frank.brown@gmail.com,Average,T,+1990970050,"USD 65,489.19",35,Finance,Texas
EMP1323,Eva,Johnson,Missing,Sales-Illinois,Pending,'2022-05-05',70663.46,eva.johnson@gmail.com,Excellent,F,+4054683564,"USD 70,663.46",30,Sales,Illinois
EMP1324,David,Miller,40,Sales-New York,Inactive,'2023-02-01',95822.56,david.miller@gmail.com,Average,F,+2156818208,"USD 95,822.56",40,Sales,New York
EMP1325,Eva,Miller,40,DevOps-Nevada,Pending,'2022-10-01',82258.03,eva.miller@gmail.com,Average,T,+6790422710,"USD 82,258.03",40,DevOps,Nevada
EMP1326,Frank,Williams,30,Admin-Nevada,Pending,'2022-09-27',62883.34,frank.williams@gmail.com,Average,F,+3322889856,"USD 62,883.34",30,Admin,Nevada
EMP1327,Alice,Davis,Missing,Cloud Tech-Texas,Pending,'2020-04-09',103503.72,alice.davis@gmail.com,Average,T,+2545960632,"USD 103,503.72",30,Cloud Tech,Texas
EMP1328,David,Garcia,25,DevOps-New York,Active,'2021-03-23',85401.3,david.garcia@gmail.com,Poor,T,+9912971023,"USD 85,401.30",25,DevOps,New York
EMP1329,Heidi,Garcia,40,Cloud Tech-Texas,Pending,'2023-02-03',,heidi.garcia@gmail.com,Excellent,F,+8171752420,No Salary,40,Cloud Tech,Texas
EMP1330,Eva,Smith,Missing,HR-Texas,Pending,'2024-07-23',98850.14,eva.smith@gmail.com,Poor,F,+4955112746,"USD 98,850.14",30,HR,Texas
EMP1331,Charlie,Smith,25,Cloud Tech-Illinois,Active,'2021-05-08',63435.24,charlie.smith@gmail.com,Poor,F,+4721970545,"USD 63,435.24",25,Cloud Tech,Illinois
EMP1332,Frank,Brown,35,Finance-Texas,Inactive,'2022-04-11',82129.84,frank.brown@gmail.com,Average,F,+6927589550,"USD 82,129.84",35,Finance,Texas
EMP1333,David,Williams,35,DevOps-Texas,Pending,'2024-10-23',95492.61,david.williams@gmail.com,Good,F,+6874090379,"USD 95,492.61",35,DevOps,Texas
EMP1334,Grace,Miller,40,Finance-Illinois,Inactive,'2020-04-24',94572.37,grace.miller@gmail.com,Good,F,+2146296135,"USD 94,572.37",40,Finance,Illinois
EMP1335,Bob,Garcia,40,Finance-Nevada,Inactive,'2023-03-04',118413.05,bob.garcia@gmail.com,Poor,F,+7157787111,"USD 118,413.05",40,Finance,Nevada
EMP1336,Alice,Jones,30,Admin-Nevada,Pending,'2022-08-31',68976.65,alice.jones@gmail.com,Poor,T,+1663651558,"USD 68,976.65",30,Admin,Nevada
EMP1337,Eva,Williams,Missing,Sales-Nevada,Active,'2021-01-02',115013.65,eva.williams@gmail.com,Average,F,+7371470826,"USD 115,013.65",30,Sales,Nevada
EMP1338,David,Brown,Missing,Admin-Nevada,Inactive,'2020-06-06',70949.38,david.brown@gmail.com,Poor,T,+2359096055,"USD 70,949.38",30,Admin,Nevada
EMP1339,Grace,Brown,Missing,HR-Florida,Pending,'2020-10-13',105334.87,grace.brown@gmail.com,Average,F,+7303064420,"USD 105,334.87",30,HR,Florida
EMP1340,Bob,Williams,Missing,DevOps-California,Active,'2020-07-19',80596.18,bob.williams@gmail.com,Good,F,+2146147682,"USD 80,596.18",30,DevOps,California
EMP1341,Frank,Brown,Missing,Sales-Illinois,Inactive,'2024-05-03',72846.37,frank.brown@gmail.com,Good,T,+4201654234,"USD 72,846.37",30,Sales,Illinois
EMP1342,Heidi,Williams,40,Admin-California,Pending,'2022-02-07',80229.36,heidi.williams@gmail.com,Excellent,F,+6778265959,"USD 80,229.36",40,Admin,California
EMP1343,Grace,Johnson,25,Sales-California,Active,'2023-12-31',55145.47,grace.johnson@gmail.com,Good,F,+8931992549,"USD 55,145.47",25,Sales,California
EMP1344,Grace,Williams,30,DevOps-Florida,Inactive,'2022-01-08',,grace.williams@gmail.com,Poor,T,+2727516479,No Salary,30,DevOps,Florida
EMP1345,Eva,Davis,40,HR-California,Active,'2020-09-28',56110.81,eva.davis@gmail.com,Good,F,+7279103367,"USD 56,110.81",40,HR,California
EMP1346,Grace,Williams,25,Cloud Tech-Texas,Inactive,'2023-02-09',56514.5,grace.williams@gmail.com,Average,F,+2963533904,"USD 56,514.50",25,Cloud Tech,Texas
EMP1347,Frank,Brown,40,Cloud Tech-California,Inactive,'2022-03-05',104541.84,frank.brown@gmail.com,Good,F,+5044817765,"USD 104,541.84",40,Cloud Tech,California
EMP1348,David,Garcia,Missing,Sales-New York,Pending,'2022-02-18',61865.12,david.garcia@gmail.com,Excellent,T,+5586851275,"USD 61,865.12",30,Sales,New York
EMP1349,Eva,Davis,40,Admin-Texas,Active,'2022-06-09',69317.33,eva.davis@gmail.com,Good,F,+5289286645,"USD 69,317.33",40,Admin,Texas
EMP1350,Bob,Brown,35,HR-New York,Pending,'2023-07-04',84706.17,bob.brown@gmail.com,Average,F,+4911110960,"USD 84,706.17",35,HR,New York
EMP1351,Heidi,Smith,25,Admin-California,Active,'2022-03-21',73255.21,heidi.smith@gmail.com,Average,F,+7981789045,"USD 73,255.21",25,Admin,California
EMP1352,Frank,Smith,40,HR-Florida,Pending,'2023-05-02',59528.71,frank.smith@gmail.com,Poor,F,+3378613714,"USD 59,528.71",40,HR,Florida
EMP1353,David,Garcia,40,HR-New York,Inactive,'2021-10-15',70401.37,david.garcia@gmail.com,Good,T,+7660538443,"USD 70,401.37",40,HR,New York
EMP1354,Heidi,Garcia,Missing,Admin-California,Inactive,'2021-07-28',107154.62,heidi.garcia@gmail.com,Average,T,+4630600024,"USD 107,154.62",30,Admin,California
EMP1355,Bob,Davis,Missing,Admin-Illinois,Pending,'2021-01-03',97719.88,bob.davis@gmail.com,Excellent,F,+8955296385,"USD 97,719.88",30,Admin,Illinois
EMP1356,Heidi,Johnson,30,Finance-California,Pending,'2020-05-21',107327.59,heidi.johnson@gmail.com,Poor,F,+3960962625,"USD 107,327.59",30,Finance,California
EMP1357,Grace,Garcia,40,Admin-Nevada,Inactive,'2021-05-10',67687.72,grace.garcia@gmail.com,Excellent,T,+5826312818,"USD 67,687.72",40,Admin,Nevada
EMP1358,Grace,Smith,40,Cloud Tech-Florida,Pending,'2022-09-08',90757.08,grace.smith@gmail.com,Good,T,+6482531105,"USD 90,757.08",40,Cloud Tech,Florida
EMP1359,Grace,Williams,Missing,Cloud Tech-California,Pending,'2024-07-21',87583.42,grace.williams@gmail.com,Good,F,+1920981959,"USD 87,583.42",30,Cloud Tech,California
EMP1360,Bob,Brown,25,Admin-Nevada,Pending,'2021-12-28',61643.69,bob.brown@gmail.com,Good,T,+2752334382,"USD 61,643.69",25,Admin,Nevada
EMP1361,Grace,Smith,35,Finance-Texas,Active,'2020-07-20',68111.69,grace.smith@gmail.com,Poor,F,+6404120910,"USD 68,111.69",35,Finance,Texas
EMP1362,David,Smith,40,HR-Florida,Inactive,'2024-04-30',97568.88,david.smith@gmail.com,Average,T,+7911244210,"USD 97,568.88",40,HR,Florida
EMP1363,Charlie,Johnson,35,Cloud Tech-Florida,Active,'2021-08-28',79118.28,charlie.johnson@gmail.com,Poor,T,+7536170616,"USD 79,118.28",35,Cloud Tech,Florida
EMP1364,Bob,Davis,30,HR-California,Inactive,'2022-07-21',104898.9,bob.davis@gmail.com,Excellent,T,+1366572239,"USD 104,898.90",30,HR,California
EMP1365,Frank,Davis,40,Cloud Tech-Florida,Pending,'2023-11-27',81671.3,frank.davis@gmail.com,Poor,T,+2990155798,"USD 81,671.30",40,Cloud Tech,Florida
EMP1366,Alice,Miller,25,Cloud Tech-California,Pending,'2020-08-11',97399.75,alice.miller@gmail.com,Excellent,F,+8028413907,"USD 97,399.75",25,Cloud Tech,California
EMP1367,David,Johnson,Missing,Admin-Illinois,Active,'2021-11-08',89189.43,david.johnson@gmail.com,Poor,T,+1882351304,"USD 89,189.43",30,Admin,Illinois
EMP1368,David,Williams,40,DevOps-New York,Active,'2023-08-04',96011.55,david.williams@gmail.com,Average,T,+2312447314,"USD 96,011.55",40,DevOps,New York
EMP1369,David,Davis,40,Sales-Florida,Inactive,'2020-01-10',99331.49,david.davis@gmail.com,Excellent,F,+8477686341,"USD 99,331.49",40,Sales,Florida
EMP1370,Bob,Brown,Missing,Cloud Tech-Illinois,Active,'2022-01-19',72818.94,bob.brown@gmail.com,Good,T,+3461994236,"USD 72,818.94",30,Cloud Tech,Illinois
EMP1371,Eva,Garcia,40,Sales-Nevada,Inactive,'2023-05-07',77204.75,eva.garcia@gmail.com,Good,T,+6769459195,"USD 77,204.75",40,Sales,Nevada
EMP1372,Bob,Johnson,35,HR-Florida,Pending,'2020-12-19',106961.68,bob.johnson@gmail.com,Poor,F,+6395517207,"USD 106,961.68",35,HR,Florida
EMP1373,Eva,Garcia,Missing,Sales-Texas,Pending,'2020-10-01',71923.0,eva.garcia@gmail.com,Good,T,+4964985600,"USD 71,923.00",30,Sales,Texas
EMP1374,Bob,Smith,30,HR-Nevada,Active,'2022-11-12',77192.43,bob.smith@gmail.com,Excellent,F,+2562531354,"USD 77,192.43",30,HR,Nevada
EMP1375,Grace,Brown,40,Admin-Florida,Pending,'2023-01-05',98540.3,grace.brown@gmail.com,Good,F,+2510505378,"USD 98,540.30",40,Admin,Florida
EMP1376,Charlie,Brown,Missing,Admin-Florida,Inactive,'2020-10-14',63096.9,charlie.brown@gmail.com,Average,F,+5381649382,"USD 63,096.90",30,Admin,Florida
EMP1377,Alice,Smith,35,Cloud Tech-Florida,Active,'2021-02-03',107065.12,alice.smith@gmail.com,Average,F,+1849196654,"USD 107,065.12",35,Cloud Tech,Florida
EMP1378,Heidi,Johnson,40,DevOps-Florida,Inactive,'2023-12-25',108792.43,heidi.johnson@gmail.com,Poor,T,+3307704610,"USD 108,792.43",40,DevOps,Florida
EMP1379,Bob,Smith,Missing,Cloud Tech-New York,Inactive,'2020-03-07',69239.7,bob.smith@gmail.com,Excellent,F,+7295963903,"USD 69,239.70",30,Cloud Tech,New York
EMP1380,Charlie,Garcia,40,Sales-Nevada,Inactive,'2023-01-30',85756.42,charlie.garcia@gmail.com,Average,T,+1907426087,"USD 85,756.42",40,Sales,Nevada
EMP1381,Eva,Miller,Missing,HR-Illinois,Active,'2024-04-05',100328.62,eva.miller@gmail.com,Average,T,+1501716444,"USD 100,328.62",30,HR,Illinois
EMP1382,Grace,Brown,25,DevOps-Nevada,Active,'2021-09-01',111236.69,grace.brown@gmail.com,Excellent,T,+5618579063,"USD 111,236.69",25,DevOps,Nevada
EMP1383,Eva,Jones,35,Cloud Tech-Florida,Active,'2024-05-07',106832.22,eva.jones@gmail.com,Good,T,+7715910299,"USD 106,832.22",35,Cloud Tech,Florida
EMP1384,Frank,Jones,Missing,DevOps-Florida,Active,'2023-06-15',59746.45,frank.jones@gmail.com,Good,T,+2156321357,"USD 59,746.45",30,DevOps,Florida
EMP1385,David,Garcia,25,Sales-California,Pending,'2021-07-29',91780.04,david.garcia@gmail.com,Poor,T,,"USD 91,780.04",25,Sales,California
EMP1386,Eva,Williams,35,Sales-California,Pending,'2023-10-23',107062.66,eva.williams@gmail.com,Good,T,+9642297124,"USD 107,062.66",35,Sales,California
EMP1387,Grace,Davis,25,HR-Nevada,Active,'2023-12-07',110625.52,grace.davis@gmail.com,Excellent,T,+2967188396,"USD 110,625.52",25,HR,Nevada
EMP1388,Frank,Smith,30,DevOps-Florida,Inactive,'2020-10-18',90419.79,frank.smith@gmail.com,Average,T,+7457314414,"USD 90,419.79",30,DevOps,Florida
EMP1389,Grace,Smith,40,Finance-Texas,Pending,'2024-06-15',111608.76,grace.smith@gmail.com,Good,T,+8331170302,"USD 111,608.76",40,Finance,Texas
EMP1390,Eva,Williams,35,Finance-Florida,Inactive,'2023-04-06',50173.12,eva.williams@gmail.com,Poor,F,+7637153987,"USD 50,173.12",35,Finance,Florida
EMP1391,Bob,Williams,40,DevOps-Nevada,Pending,'2022-01-03',109507.44,bob.williams@gmail.com,Good,F,+5472812355,"USD 109,507.44",40,DevOps,Nevada
EMP1392,Grace,Garcia,30,Finance-New York,Inactive,'2021-07-03',72600.56,grace.garcia@gmail.com,Excellent,F,+7983631461,"USD 72,600.56",30,Finance,New York
EMP1393,Charlie,Garcia,Missing,Finance-California,Pending,'2024-04-10',53388.65,charlie.garcia@gmail.com,Poor,T,+4912711306,"USD 53,388.65",30,Finance,California
EMP1394,Heidi,Williams,25,Cloud Tech-New York,Inactive,'2022-07-23',50047.32,heidi.williams@gmail.com,Good,F,+2407875417,"USD 50,047.32",25,Cloud Tech,New York
EMP1395,David,Brown,30,DevOps-California,Active,'2024-11-25',115290.79,david.brown@gmail.com,Poor,F,+1563268684,"USD 115,290.79",30,DevOps,California
EMP1396,Frank,Garcia,35,Cloud Tech-California,Pending,'2023-08-21',61586.76,frank.garcia@gmail.com,Excellent,F,+1745106633,"USD 61,586.76",35,Cloud Tech,California
EMP1397,Eva,Miller,30,Finance-Nevada,Active,'2023-12-12',56662.86,eva.miller@gmail.com,Average,T,+3629489785,"USD 56,662.86",30,Finance,Nevada
EMP1398,Bob,Garcia,30,Sales-New York,Pending,'2023-10-24',,bob.garcia@gmail.com,Excellent,T,+1031310093,No Salary,30,Sales,New York
EMP1399,Frank,Smith,25,Finance-Nevada,Active,'2022-09-05',54957.98,frank.smith@gmail.com,Excellent,T,+3181439665,"USD 54,957.98",25,Finance,Nevada
EMP1400,Bob,Garcia,25,HR-California,Inactive,'2020-10-07',76790.47,bob.garcia@gmail.com,Excellent,T,+1347323548,"USD 76,790.47",25,HR,California
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,Pending,'2020-01-18',92722.35,charlie.brown@gmail.com,Excellent,F,+4012897431,"USD 92,722.35",30,Cloud Tech,Illinois
EMP1402,Frank,Williams,30,DevOps-Nevada,Active,'2022-04-23',93125.32,frank.williams@gmail.com,Average,F,+5122572075,"USD 93,125.32",30,DevOps,Nevada
EMP1403,David,Smith,25,Cloud Tech-New York,Active,'2023-04-22',101100.64,david.smith@gmail.com,Average,F,+5024120956,"USD 101,100.64",25,Cloud Tech,New York
EMP1404,Grace,Garcia,35,Admin-New York,Inactive,'2023-08-13',55897.41,grace.garcia@gmail.com,Poor,F,+9073710093,"USD 55,897.41",35,Admin,New York
EMP1405,Eva,Brown,25,DevOps-California,Active,'2022-11-26',92484.88,eva.brown@gmail.com,Good,T,+3882211456,"USD 92,484.88",25,DevOps,California
EMP1406,Grace,Miller,35,DevOps-Texas,Active,'2022-10-10',77011.99,grace.miller@gmail.com,Average,T,+7584745704,"USD 77,011.99",35,DevOps,Texas
EMP1407,Bob,Garcia,Missing,Cloud Tech-California,Inactive,'2020-09-27',77078.68,bob.garcia@gmail.com,Average,T,+4589714801,"USD 77,078.68",30,Cloud Tech,California
EMP1408,Grace,Brown,35,Sales-Nevada,Active,'2024-04-11',82971.02,grace.brown@gmail.com,Good,F,+6325703964,"USD 82,971.02",35,Sales,Nevada
EMP1409,Bob,Miller,25,Sales-Texas,Active,'2021-06-20',65102.01,bob.miller@gmail.com,Average,T,+3136148781,"USD 65,102.01",25,Sales,Texas
EMP1410,Grace,Williams,Missing,HR-Nevada,Pending,'2022-10-23',103697.7,grace.williams@gmail.com,Excellent,T,+4556964429,"USD 103,697.70",30,HR,Nevada
EMP1411,Grace,Garcia,25,DevOps-Illinois,Pending,'2023-06-15',60687.63,grace.garcia@gmail.com,Excellent,F,+9859167953,"USD 60,687.63",25,DevOps,Illinois
EMP1412,Bob,Miller,Missing,Admin-New York,Pending,'2021-10-31',77351.21,bob.miller@gmail.com,Good,F,+1072728497,"USD 77,351.21",30,Admin,New York
EMP1413,Bob,Smith,35,DevOps-Florida,Pending,'2024-09-29',66704.62,bob.smith@gmail.com,Poor,T,+2474140702,"USD 66,704.62",35,DevOps,Florida
EMP1414,Grace,Williams,25,Finance-Illinois,Pending,'2020-04-22',71650.3,grace.williams@gmail.com,Poor,T,+4910740649,"USD 71,650.30",25,Finance,Illinois
EMP1415,Charlie,Smith,25,Cloud Tech-Nevada,Active,'2023-12-07',50794.54,charlie.smith@gmail.com,Good,T,+1425488213,"USD 50,794.54",25,Cloud Tech,Nevada
EMP1416,Frank,Jones,Missing,Sales-Nevada,Inactive,'2020-12-07',76030.86,frank.jones@gmail.com,Good,T,+2369143074,"USD 76,030.86",30,Sales,Nevada
EMP1417,Eva,Johnson,25,Cloud Tech-California,Inactive,'2021-07-11',86669.79,eva.johnson@gmail.com,Excellent,T,+3666144941,"USD 86,669.79",25,Cloud Tech,California
EMP1418,Bob,Garcia,40,Finance-Illinois,Inactive,'2020-04-23',84972.7,bob.garcia@gmail.com,Poor,T,+9659234267,"USD 84,972.70",40,Finance,Illinois
EMP1419,Frank,Miller,30,HR-Texas,Pending,'2023-10-12',100594.49,frank.miller@gmail.com,Average,F,+3441497825,"USD 100,594.49",30,HR,Texas
EMP1420,Alice,Johnson,25,Cloud Tech-New York,Active,'2022-08-24',75478.35,alice.johnson@gmail.com,Excellent,F,+6128758574,"USD 75,478.35",25,Cloud Tech,New York
EMP1421,Charlie,Johnson,25,Sales-Nevada,Pending,'2023-09-04',79355.85,charlie.johnson@gmail.com,Good,F,+6766708060,"USD 79,355.85",25,Sales,Nevada
EMP1422,Grace,Miller,35,HR-Texas,Pending,'2022-02-02',58358.07,grace.miller@gmail.com,Poor,T,+2943985297,"USD 58,358.07",35,HR,Texas
EMP1423,Alice,Williams,30,Admin-Illinois,Active,'2022-04-01',54824.85,alice.williams@gmail.com,Average,F,+9406260786,"USD 54,824.85",30,Admin,Illinois
EMP1424,Eva,Garcia,35,HR-Texas,Pending,'2022-07-24',50557.84,eva.garcia@gmail.com,Average,T,+1104159148,"USD 50,557.84",35,HR,Texas
EMP1425,Eva,Jones,Missing,Admin-Florida,Inactive,'2023-04-26',118030.04,eva.jones@gmail.com,Excellent,T,+7501980381,"USD 118,030.04",30,Admin,Florida
EMP1426,David,Smith,Missing,Admin-New York,Active,'2022-04-19',51673.72,david.smith@gmail.com,Poor,F,+8723244078,"USD 51,673.72",30,Admin,New York
EMP1427,Alice,Brown,35,Cloud Tech-Nevada,Inactive,'2024-10-04',101665.79,alice.brown@gmail.com,Poor,T,+3110291812,"USD 101,665.79",35,Cloud Tech,Nevada
EMP1428,David,Smith,Missing,Admin-Florida,Inactive,'2020-05-02',118079.15,david.smith@gmail.com,Good,T,+3170876013,"USD 118,079.15",30,Admin,Florida
EMP1429,Eva,Brown,25,Cloud Tech-New York,Pending,'2022-04-25',99059.28,eva.brown@gmail.com,Poor,F,+6723849790,"USD 99,059.28",25,Cloud Tech,New York
EMP1430,Bob,Smith,Missing,Cloud Tech-Illinois,Active,'2023-07-29',107397.4,bob.smith@gmail.com,Poor,F,+6202232882,"USD 107,397.40",30,Cloud Tech,Illinois
EMP1431,Alice,Miller,40,DevOps-New York,Active,'2021-08-20',68269.37,alice.miller@gmail.com,Excellent,F,+7744197545,"USD 68,269.37",40,DevOps,New York
EMP1432,Grace,Jones,35,HR-Florida,Inactive,'2021-04-23',55228.12,grace.jones@gmail.com,Poor,T,+6176620470,"USD 55,228.12",35,HR,Florida
EMP1433,Bob,Garcia,30,Cloud Tech-New York,Inactive,'2022-08-12',71982.33,bob.garcia@gmail.com,Average,F,+9609409704,"USD 71,982.33",30,Cloud Tech,New York
EMP1434,Frank,Brown,30,Finance-California,Inactive,'2021-06-26',109673.75,frank.brown@gmail.com,Excellent,F,+2774025882,"USD 109,673.75",30,Finance,California
EMP1435,Eva,Garcia,Missing,Cloud Tech-New York,Inactive,'2020-10-30',56384.9,eva.garcia@gmail.com,Excellent,T,+5868122594,"USD 56,384.90",30,Cloud Tech,New York
EMP1436,Frank,Garcia,40,Sales-Texas,Pending,'2021-09-04',68211.68,frank.garcia@gmail.com,Good,F,+7244617678,"USD 68,211.68",40,Sales,Texas
EMP1437,Alice,Garcia,40,Finance-Illinois,Pending,'2023-01-31',67489.68,alice.garcia@gmail.com,Poor,F,+2988425994,"USD 67,489.68",40,Finance,Illinois
EMP1438,Charlie,Davis,25,Cloud Tech-Texas,Active,'2020-09-24',63869.31,charlie.davis@gmail.com,Good,F,+9961002310,"USD 63,869.31",25,Cloud Tech,Texas
EMP1439,Bob,Williams,Missing,Sales-California,Active,'2020-02-14',119801.3,bob.williams@gmail.com,Average,T,+7753312660,"USD 119,801.30",30,Sales,California
EMP1440,Heidi,Smith,30,Cloud Tech-California,Active,'2020-03-28',115959.65,heidi.smith@gmail.com,Excellent,T,+1941017589,"USD 115,959.65",30,Cloud Tech,California
EMP1441,Grace,Garcia,40,Finance-Texas,Inactive,'2023-10-31',79866.48,grace.garcia@gmail.com,Excellent,T,+2517629832,"USD 79,866.48",40,Finance,Texas
EMP1442,Charlie,Smith,35,HR-Florida,Active,'2020-03-11',92987.46,charlie.smith@gmail.com,Excellent,T,+4774332682,"USD 92,987.46",35,HR,Florida
EMP1443,Eva,Garcia,40,Finance-Illinois,Inactive,'2020-05-04',56140.51,eva.garcia@gmail.com,Average,F,+1901302055,"USD 56,140.51",40,Finance,Illinois
EMP1444,Grace,Brown,30,DevOps-Illinois,Active,'2023-07-15',119586.11,grace.brown@gmail.com,Average,T,+9815287338,"USD 119,586.11",30,DevOps,Illinois
EMP1445,Alice,Williams,40,DevOps-California,Inactive,'2023-01-20',104700.46,alice.williams@gmail.com,Good,T,+7855982175,"USD 104,700.46",40,DevOps,California
EMP1446,Frank,Williams,40,HR-New York,Active,'2021-10-15',91798.14,frank.williams@gmail.com,Good,F,+6191284116,"USD 91,798.14",40,HR,New York
EMP1447,Eva,Miller,25,Finance-Illinois,Inactive,'2024-04-19',90879.22,eva.miller@gmail.com,Good,F,+3098503445,"USD 90,879.22",25,Finance,Illinois
EMP1448,Charlie,Davis,25,Admin-Nevada,Active,'2021-06-29',87358.27,charlie.davis@gmail.com,Poor,F,+5124189388,"USD 87,358.27",25,Admin,Nevada
EMP1449,Alice,Miller,30,Sales-Florida,Inactive,'2024-09-14',119407.93,alice.miller@gmail.com,Excellent,T,+8469081973,"USD 119,407.93",30,Sales,Florida
EMP1450,David,Miller,Missing,HR-Nevada,Pending,'2022-01-04',113978.6,david.miller@gmail.com,Excellent,T,,"USD 113,978.60",30,HR,Nevada
EMP1451,Frank,Miller,Missing,Sales-New York,Pending,'2021-01-20',108568.78,frank.miller@gmail.com,Good,T,+8503719904,"USD 108,568.78",30,Sales,New York
EMP1452,Heidi,Miller,Missing,HR-New York,Inactive,'2020-03-18',56318.02,heidi.miller@gmail.com,Excellent,F,+1699187239,"USD 56,318.02",30,HR,New York
EMP1453,David,Miller,25,Sales-Florida,Active,'2021-11-10',114252.73,david.miller@gmail.com,Good,F,+1078356742,"USD 114,252.73",25,Sales,Florida
EMP1454,Charlie,Jones,35,DevOps-New York,Inactive,'2020-05-01',51533.9,charlie.jones@gmail.com,Poor,T,,"USD 51,533.90",35,DevOps,New York
EMP1455,Charlie,Williams,25,Sales-California,Active,'2022-02-04',99317.66,charlie.williams@gmail.com,Poor,F,+1662668216,"USD 99,317.66",25,Sales,California
EMP1456,Bob,Miller,35,HR-California,Active,'2020-11-18',101264.64,bob.miller@gmail.com,Average,F,+1955356032,"USD 101,264.64",35,HR,California
EMP1457,Heidi,Garcia,35,Admin-Nevada,Pending,'2023-11-21',112272.02,heidi.garcia@gmail.com,Poor,F,+1903689002,"USD 112,272.02",35,Admin,Nevada
EMP1458,Frank,Williams,30,DevOps-Illinois,Active,'2022-02-13',71477.63,frank.williams@gmail.com,Good,T,+1102724054,"USD 71,477.63",30,DevOps,Illinois
EMP1459,Charlie,Williams,30,DevOps-Texas,Pending,'2023-03-19',77412.1,charlie.williams@gmail.com,Poor,F,+9342967110,"USD 77,412.10",30,DevOps,Texas
EMP1460,Alice,Johnson,30,Sales-California,Pending,'2021-03-28',94775.27,alice.johnson@gmail.com,Average,F,+4837537457,"USD 94,775.27",30,Sales,California
EMP1461,Heidi,Jones,30,HR-Nevada,Active,'2021-05-02',74276.71,heidi.jones@gmail.com,Excellent,T,+4384588104,"USD 74,276.71",30,HR,Nevada
EMP1462,Bob,Miller,35,Finance-Texas,Inactive,'2021-03-05',67467.86,bob.miller@gmail.com,Good,T,+6974132833,"USD 67,467.86",35,Finance,Texas
EMP1463,Eva,Smith,25,DevOps-Texas,Active,'2022-03-01',80675.41,eva.smith@gmail.com,Excellent,F,+8315203770,"USD 80,675.41",25,DevOps,Texas
EMP1464,Charlie,Brown,40,Finance-Florida,Inactive,'2023-01-23',76274.33,charlie.brown@gmail.com,Average,F,+1704496409,"USD 76,274.33",40,Finance,Florida
EMP1465,David,Davis,30,Finance-Texas,Active,'2021-08-26',51405.46,david.davis@gmail.com,Average,T,+4967066702,"USD 51,405.46",30,Finance,Texas
EMP1466,Bob,Garcia,25,HR-New York,Inactive,'2020-11-25',101238.96,bob.garcia@gmail.com,Average,T,+3626804084,"USD 101,238.96",25,HR,New York
EMP1467,Bob,Smith,35,Sales-Illinois,Inactive,'2023-12-13',52169.52,bob.smith@gmail.com,Excellent,F,+1954930595,"USD 52,169.52",35,Sales,Illinois
EMP1468,Charlie,Jones,Missing,Finance-New York,Active,'2020-07-26',73176.62,charlie.jones@gmail.com,Excellent,F,+6018648768,"USD 73,176.62",30,Finance,New York
EMP1469,Grace,Brown,Missing,DevOps-Nevada,Pending,'2021-06-27',96241.85,grace.brown@gmail.com,Excellent,F,+9842673203,"USD 96,241.85",30,DevOps,Nevada
EMP1470,Bob,Jones,25,Finance-Illinois,Pending,'2024-09-16',84366.38,bob.jones@gmail.com,Excellent,F,+4138459608,"USD 84,366.38",25,Finance,Illinois
EMP1471,Alice,Garcia,40,Cloud Tech-California,Pending,'2023-07-04',92015.09,alice.garcia@gmail.com,Average,T,+4544901494,"USD 92,015.09",40,Cloud Tech,California
EMP1472,Alice,Williams,30,Admin-Nevada,Inactive,'2020-06-16',83149.95,alice.williams@gmail.com,Average,F,+4277070704,"USD 83,149.95",30,Admin,Nevada
EMP1473,Grace,Brown,40,Finance-Nevada,Inactive,'2020-07-05',94930.65,grace.brown@gmail.com,Good,F,+7836091497,"USD 94,930.65",40,Finance,Nevada
EMP1474,Frank,Williams,40,HR-New York,Inactive,'2020-04-01',68430.72,frank.williams@gmail.com,Good,T,+5172444722,"USD 68,430.72",40,HR,New York
EMP1475,David,Garcia,35,Sales-Texas,Active,'2024-03-20',98752.97,david.garcia@gmail.com,Excellent,F,+2290310286,"USD 98,752.97",35,Sales,Texas
EMP1476,Frank,Smith,Missing,Finance-Illinois,Active,'2023-02-07',54268.86,frank.smith@gmail.com,Poor,T,+9508304404,"USD 54,268.86",30,Finance,Illinois
EMP1477,Grace,Garcia,Missing,DevOps-Florida,Pending,'2024-12-10',66494.94,grace.garcia@gmail.com,Poor,F,+8093511870,"USD 66,494.94",30,DevOps,Florida
EMP1478,Grace,Smith,25,Sales-Illinois,Pending,'2024-06-27',90003.98,grace.smith@gmail.com,Average,F,+8133595615,"USD 90,003.98",25,Sales,Illinois
EMP1479,Charlie,Brown,25,Finance-New York,Active,'2021-03-09',106592.25,charlie.brown@gmail.com,Average,T,+4205955656,"USD 106,592.25",25,Finance,New York
